objid,ra,dec,u-peaks,g-peaks,r-peaks,i-peaks,u-peak-numbers,u-peak-distance,g-peak-numbers,g-peak-distance,r-peak-numbers,r-peak-distance,i-peak-numbers,i-peak-distance
1237661435382136991,185.072871389834,48.1376665107206,"[(49, 61)(47, 23)]","[(50, 61)(50, 25)]","[(50, 61)(51, 25)]","[(50, 61)(51, 25)]","[49, 61, 47, 23]",38.05259518088089,"[50, 61, 50, 25]",36.0,"[50, 61, 51, 25]",36.013886210738214,"[50, 61, 51, 25]",36.013886210738214
1237662503218184269,234.660398845524,36.9583517639546,"[(50, 50)(39, 40)]","[(50, 49)(38, 41)]","[(49, 50)(38, 42)]","[(50, 50)(85, 30)]","[50, 50, 39, 40]",14.866068747318506,"[50, 49, 38, 41]",14.422205101855956,"[49, 50, 38, 42]",13.601470508735444,"[50, 50, 85, 30]",40.311288741492746
1237662305650999367,210.088187579391,38.9178436760813,"[(27, 20)(57, 43)]","[(26, 20)(56, 44)]","[(27, 20)(49, 51)]","[(26, 21)(50, 50)]","[27, 20, 57, 43]",37.8021163428716,"[26, 20, 56, 44]",38.41874542459709,"[27, 20, 49, 51]",38.01315561749642,"[26, 21, 50, 50]",37.64306044943742
1237662306187804823,210.10025779403,39.3365087362387,"[(40, 51)(50, 49)]","[(50, 49)(40, 51)]","[(50, 50)(40, 50)]","[(50, 50)(41, 53)]","[40, 51, 50, 49]",10.198039027185569,"[50, 49, 40, 51]",10.198039027185569,"[50, 50, 40, 50]",10.0,"[50, 50, 41, 53]",9.486832980505138
1237662306187149376,208.243280037607,39.7186610099868,"[(48, 53)(39, 43)]","[(48, 54)(39, 45)]","[(49, 53)(40, 44)]","[(49, 49)(39, 44)]","[48, 53, 39, 43]",13.45362404707371,"[48, 54, 39, 45]",12.727922061357855,"[49, 53, 40, 44]",12.727922061357855,"[49, 49, 39, 44]",11.180339887498949
1237662305650344031,208.227702189949,39.248210913529,"[(50, 50)(52, 40)]","[(50, 50)(52, 40)]","[(50, 50)(51, 41)]","[(50, 50)(52, 40)]","[50, 50, 52, 40]",10.198039027185569,"[50, 50, 52, 40]",10.198039027185569,"[50, 50, 51, 41]",9.055385138137417,"[50, 50, 52, 40]",10.198039027185569
1237662473692315814,239.468823286262,34.361897278409,"[(49, 40)(50, 49)]","[(49, 41)(50, 50)]","[(50, 41)(50, 50)]","[(50, 41)(50, 50)]","[49, 40, 50, 49]",9.055385138137417,"[49, 41, 50, 50]",9.055385138137417,"[50, 41, 50, 50]",9.0,"[50, 41, 50, 50]",9.0
1237662195608977540,211.455740395857,40.0927853067406,"[(40, 18)(37, 5)]","[(40, 18)(37, 5)]","[(40, 16)(37, 6)]","[(40, 16)(53, 12)]","[40, 18, 37, 5]",13.341664064126334,"[40, 18, 37, 5]",13.341664064126334,"[40, 16, 37, 6]",10.44030650891055,"[40, 16, 53, 12]",13.601470508735444
1237660635458437230,156.457477405078,43.7070913084312,"[(49, 50)(43, 54)]","[(43, 55)(50, 50)]","[(43, 55)(50, 50)]","[(42, 55)(50, 50)]","[49, 50, 43, 54]",7.211102550927978,"[43, 55, 50, 50]",8.602325267042627,"[43, 55, 50, 50]",8.602325267042627,"[42, 55, 50, 50]",9.433981132056603
1237648720146333848,155.646205959698,-1.0436788071938,"[(52, 47)(46, 52)]","[(50, 50)(36, 62)]","[(50, 50)(37, 61)]","[(49, 51)(37, 62)]","[52, 47, 46, 52]",7.810249675906654,"[50, 50, 36, 62]",18.439088914585774,"[50, 50, 37, 61]",17.029386365926403,"[49, 51, 37, 62]",16.278820596099706
1237671766932390186,260.686208925413,63.0450414736251,"[(58, 44)(70, 41)]","[(50, 50)(70, 41)]","[(50, 50)(70, 42)]","[(50, 51)(71, 42)]","[58, 44, 70, 41]",12.36931687685298,"[50, 50, 70, 41]",21.93171219946131,"[50, 50, 70, 42]",21.540659228538015,"[50, 51, 71, 42]",22.847319317591726
1237662305116881015,217.507041465489,36.3582209723307,"[(31, 69)(51, 50)]","[(31, 69)(50, 51)]","[(31, 68)(50, 50)]","[(31, 68)(51, 50)]","[31, 69, 51, 50]",27.586228448267445,"[31, 69, 50, 51]",26.1725046566048,"[31, 68, 50, 50]",26.1725046566048,"[31, 68, 51, 50]",26.90724809414742
1237662225153720531,220.370830241805,34.5805186560649,"[(50, 50)(40, 64)]","[(50, 50)(41, 63)]","[(50, 50)(40, 63)]","[(50, 50)(41, 63)]","[50, 50, 40, 64]",17.204650534085253,"[50, 50, 41, 63]",15.811388300841896,"[50, 50, 40, 63]",16.401219466856727,"[50, 50, 41, 63]",15.811388300841896
1237668365314621720,240.665714382591,12.1687833260662,"[(48, 47)(45, 59)]","[(51, 51)(49, 47)]","[(51, 51)(41, 46)]","[(51, 51)(57, 44)]","[48, 47, 45, 59]",12.36931687685298,"[51, 51, 49, 47]",4.47213595499958,"[51, 51, 41, 46]",11.180339887498949,"[51, 51, 57, 44]",9.219544457292887
1237667321646088387,184.256755849929,26.3122184606109,"[(50, 50)(42, 52)]","[(50, 50)(42, 53)]","[(50, 50)(43, 52)]","[(50, 50)(42, 53)]","[50, 50, 42, 52]",8.246211251235321,"[50, 50, 42, 53]",8.54400374531753,"[50, 50, 43, 52]",7.280109889280518,"[50, 50, 42, 53]",8.54400374531753
1237668272444801054,224.83003171844,16.0243432801185,"[(50, 50)(43, 56)]","[(50, 50)(44, 55)]","[(50, 50)(59, 45)]","[(50, 50)(59, 44)]","[50, 50, 43, 56]",9.219544457292887,"[50, 50, 44, 55]",7.810249675906654,"[50, 50, 59, 45]",10.295630140987,"[50, 50, 59, 44]",10.816653826391969
1237668623549399090,185.196826876444,17.0160247045292,"[(49, 60)(52, 43)]","[(53, 42)(49, 50)]","[(50, 51)(52, 43)]","[(50, 50)(52, 43)]","[49, 60, 52, 43]",17.26267650163207,"[53, 42, 49, 50]",8.94427190999916,"[50, 51, 52, 43]",8.246211251235321,"[50, 50, 52, 43]",7.280109889280518
1237664854187769917,232.365768185838,28.3093983389497,"[(50, 50)(42, 37)]","[(50, 50)(48, 39)]","[(50, 50)(47, 40)]","[(50, 50)(48, 39)]","[50, 50, 42, 37]",15.264337522473747,"[50, 50, 48, 39]",11.180339887498949,"[50, 50, 47, 40]",10.44030650891055,"[50, 50, 48, 39]",11.180339887498949
1237662696498266259,233.424304973419,26.140047849024,"[(50, 49)(65, 48)]","[(50, 49)(64, 48)]","[(50, 50)(64, 48)]","[(50, 50)(64, 48)]","[50, 49, 65, 48]",15.033296378372908,"[50, 49, 64, 48]",14.035668847618199,"[50, 50, 64, 48]",14.142135623730951,"[50, 50, 64, 48]",14.142135623730951
1237664819816956039,161.996136830128,35.9539040989899,"[(47, 48)(56, 55)]","[(50, 50)(39, 42)]","[(50, 50)(40, 42)]","[(50, 50)(40, 41)]","[47, 48, 56, 55]",11.40175425099138,"[50, 50, 39, 42]",13.601470508735444,"[50, 50, 40, 42]",12.806248474865697,"[50, 50, 40, 41]",13.45362404707371
1237661872412295284,211.944445263705,41.2838439988167,"[(48, 40)(50, 50)]","[(50, 50)(48, 40)]","[(50, 50)(47, 41)]","[(50, 50)(59, 24)]","[48, 40, 50, 50]",10.198039027185569,"[50, 50, 48, 40]",10.198039027185569,"[50, 50, 47, 41]",9.486832980505138,"[50, 50, 59, 24]",27.51363298439521
1237666407918272746,29.136509730636,-0.174293516637891,"[(50, 50)(61, 44)]","[(62, 44)(50, 50)]","[(62, 44)(50, 50)]","[(61, 43)(50, 49)]","[50, 50, 61, 44]",12.529964086141668,"[62, 44, 50, 50]",13.416407864998739,"[62, 44, 50, 50]",13.416407864998739,"[61, 43, 50, 49]",12.529964086141668
1237663783136133146,28.5022028808015,-0.752753217440698,"[(50, 50)(7, 56)]","[(1, 73)(7, 56)]","[(1, 72)(12, 73)]","[(1, 73)(13, 73)]","[50, 50, 7, 56]",43.41658669218482,"[1, 73, 7, 56]",18.027756377319946,"[1, 72, 12, 73]",11.045361017187261,"[1, 73, 13, 73]",12.0
1237663277922058430,347.023007369804,0.571954183464959,"[(50, 51)(54, 60)]","[(54, 59)(50, 50)]","[(68, 67)(54, 60)]","[(68, 67)(54, 60)]","[50, 51, 54, 60]",9.848857801796104,"[54, 59, 50, 50]",9.848857801796104,"[68, 67, 54, 60]",15.652475842498529,"[68, 67, 54, 60]",15.652475842498529
1237671936046137952,261.055740153236,30.8705214747861,"[(51, 50)(38, 40)]","[(50, 49)(39, 40)]","[(49, 50)(38, 40)]","[(50, 50)(39, 40)]","[51, 50, 38, 40]",16.401219466856727,"[50, 49, 39, 40]",14.212670403551895,"[49, 50, 38, 40]",14.866068747318506,"[50, 50, 39, 40]",14.866068747318506
1237671935509266528,260.615231732567,30.7841690602978,"[(4, 40)(11, 39)]","[(4, 41)(11, 40)]","[(4, 41)(10, 40)]","[(5, 40)(11, 39)]","[4, 40, 11, 39]",7.0710678118654755,"[4, 41, 11, 40]",7.0710678118654755,"[4, 41, 10, 40]",6.082762530298219,"[5, 40, 11, 39]",6.082762530298219
1237651252046921791,233.930578206804,55.5254514584811,"[(33, 31)(33, 39)]","[(34, 30)(33, 40)]","[(33, 29)(33, 41)]","[(34, 30)(34, 41)]","[33, 31, 33, 39]",8.0,"[34, 30, 33, 40]",10.04987562112089,"[33, 29, 33, 41]",12.0,"[34, 30, 34, 41]",11.0
1237651538722816197,234.481795477217,57.4590844415039,"[(49, 50)(52, 41)]","[(50, 49)(52, 39)]","[(50, 50)(53, 40)]","[(49, 50)(75, 51)]","[49, 50, 52, 41]",9.486832980505138,"[50, 49, 52, 39]",10.198039027185569,"[50, 50, 53, 40]",10.44030650891055,"[49, 50, 75, 51]",26.019223662515376
1237651538185879585,233.555664423391,57.285294809628,"[(50, 50)(69, 55)]","[(68, 55)(50, 50)]","[(50, 50)(68, 55)]","[(50, 51)(68, 56)]","[50, 50, 69, 55]",19.6468827043885,"[68, 55, 50, 50]",18.681541692269406,"[50, 50, 68, 55]",18.681541692269406,"[50, 51, 68, 56]",18.681541692269406
1237659161734086867,231.654091057204,46.196325875304,"[(48, 44)(52, 50)]","[(48, 44)(49, 50)]","[(48, 44)(50, 50)]","[(50, 50)(48, 44)]","[48, 44, 52, 50]",7.211102550927978,"[48, 44, 49, 50]",6.082762530298219,"[48, 44, 50, 50]",6.324555320336759,"[50, 50, 48, 44]",6.324555320336759
1237661387611308155,233.525668650743,46.402921998771,"[(55, 40)(50, 50)]","[(55, 40)(50, 50)]","[(55, 40)(50, 50)]","[(55, 40)(50, 50)]","[55, 40, 50, 50]",11.180339887498949,"[55, 40, 50, 50]",11.180339887498949,"[55, 40, 50, 50]",11.180339887498949,"[55, 40, 50, 50]",11.180339887498949
1237661850392133668,173.723673841932,44.0045666262812,"[(30, 55)(50, 50)]","[(30, 56)(50, 50)]","[(31, 55)(50, 50)]","[(31, 55)(50, 50)]","[30, 55, 50, 50]",20.615528128088304,"[30, 56, 50, 50]",20.8806130178211,"[31, 55, 50, 50]",19.6468827043885,"[31, 55, 50, 50]",19.6468827043885
1237667112257192192,136.369721447622,22.6022015996361,"[(50, 50)(65, 42)]","[(50, 50)(65, 42)]","[(50, 50)(66, 41)]","[(50, 50)(65, 42)]","[50, 50, 65, 42]",17.0,"[50, 50, 65, 42]",17.0,"[50, 50, 66, 41]",18.35755975068582,"[50, 50, 65, 42]",17.0
1237667141792301229,137.963227721504,22.9568679264125,"[(50, 51)(49, 62)]","[(50, 50)(47, 62)]","[(50, 51)(48, 63)]","[(49, 51)(47, 63)]","[50, 51, 49, 62]",11.045361017187261,"[50, 50, 47, 62]",12.36931687685298,"[50, 51, 48, 63]",12.165525060596439,"[49, 51, 47, 63]",12.165525060596439
1237667112258240534,138.719733293588,23.4598102301922,"[(50, 49)(50, 24)]","[(50, 50)(49, 25)]","[(50, 50)(50, 24)]","[(50, 50)(51, 65)]","[50, 49, 50, 24]",25.0,"[50, 50, 49, 25]",25.019992006393608,"[50, 50, 50, 24]",26.0,"[50, 50, 51, 65]",15.033296378372908
1237664671644254345,201.052338789516,35.3186271378547,"[(50, 55)(54, 50)]","[(50, 50)(49, 35)]","[(50, 50)(50, 35)]","[(50, 50)(49, 35)]","[50, 55, 54, 50]",6.4031242374328485,"[50, 50, 49, 35]",15.033296378372908,"[50, 50, 50, 35]",15.0,"[50, 50, 49, 35]",15.033296378372908
1237652900210933776,359.226273786163,-10.2681428462679,"[(50, 51)(58, 45)]","[(50, 50)(57, 44)]","[(50, 50)(57, 45)]","[(50, 50)(57, 45)]","[50, 51, 58, 45]",10.0,"[50, 50, 57, 44]",9.219544457292887,"[50, 50, 57, 45]",8.602325267042627,"[50, 50, 57, 45]",8.602325267042627
1237656537511166088,332.585982337729,-9.19206110005701,"[(58, 41)(52, 49)]","[(50, 50)(58, 42)]","[(50, 50)(58, 42)]","[(50, 50)(58, 41)]","[58, 41, 52, 49]",10.0,"[50, 50, 58, 42]",11.313708498984761,"[50, 50, 58, 42]",11.313708498984761,"[50, 50, 58, 41]",12.041594578792296
1237648703530599117,245.683498820396,-0.681486513736827,"[(44, 53)(50, 49)]","[(44, 54)(50, 50)]","[(50, 50)(44, 54)]","[(50, 50)(44, 54)]","[44, 53, 50, 49]",7.211102550927978,"[44, 54, 50, 50]",7.211102550927978,"[50, 50, 44, 54]",7.211102550927978,"[50, 50, 44, 54]",7.211102550927978
1237648703530402116,245.282017212348,-0.805427252657447,"[(59, 47)(48, 46)]","[(59, 47)(49, 49)]","[(59, 47)(50, 49)]","[(59, 47)(50, 50)]","[59, 47, 48, 46]",11.045361017187261,"[59, 47, 49, 49]",10.198039027185569,"[59, 47, 50, 49]",9.219544457292887,"[59, 47, 50, 50]",9.486832980505138
1237662663755497737,243.669324432937,24.4237383759221,"[(60, 49)(50, 49)]","[(60, 49)(50, 50)]","[(50, 50)(60, 49)]","[(50, 49)(60, 49)]","[60, 49, 50, 49]",10.0,"[60, 49, 50, 50]",10.04987562112089,"[50, 50, 60, 49]",10.04987562112089,"[50, 49, 60, 49]",10.0
1237667292113797162,134.989717708484,17.818685893847,"[(51, 50)(78, 46)]","[(51, 50)(78, 46)]","[(50, 49)(79, 46)]","[(50, 50)(79, 46)]","[51, 50, 78, 46]",27.294688127912362,"[51, 50, 78, 46]",27.294688127912362,"[50, 49, 79, 46]",29.154759474226502,"[50, 50, 79, 46]",29.274562336608895
1237664337179574306,177.75575619146,36.4904563048713,"[(59, 59)(50, 50)]","[(50, 49)(59, 58)]","[(50, 50)(58, 57)]","[(50, 50)(38, 55)]","[59, 59, 50, 50]",12.727922061357855,"[50, 49, 59, 58]",12.727922061357855,"[50, 50, 58, 57]",10.63014581273465,"[50, 50, 38, 55]",13.0
1237662224073818281,203.359445525883,37.799572441569,"[(49, 50)(61, 53)]","[(50, 50)(62, 41)]","[(50, 50)(60, 41)]","[(50, 50)(59, 40)]","[49, 50, 61, 53]",12.36931687685298,"[50, 50, 62, 41]",15.0,"[50, 50, 60, 41]",13.45362404707371,"[50, 50, 59, 40]",13.45362404707371
1237658204517171275,204.574071990647,48.278061540006,"[(50, 50)(44, 25)]","[(50, 50)(44, 25)]","[(50, 49)(44, 25)]","[(50, 50)(44, 26)]","[50, 50, 44, 25]",25.709920264364882,"[50, 50, 44, 25]",25.709920264364882,"[50, 49, 44, 25]",24.73863375370596,"[50, 50, 44, 26]",24.73863375370596
1237658204516974735,203.994281386989,48.3690993908234,"[(45, 61)(50, 52)]","[(46, 60)(50, 50)]","[(50, 50)(46, 59)]","[(51, 50)(46, 60)]","[45, 61, 50, 52]",10.295630140987,"[46, 60, 50, 50]",10.770329614269007,"[50, 50, 46, 59]",9.848857801796104,"[51, 50, 46, 60]",11.180339887498949
1237657633263255583,145.904773151653,50.2763747394627,"[(39, 53)(44, 66)]","[(50, 50)(39, 53)]","[(50, 50)(44, 65)]","[(50, 50)(43, 65)]","[39, 53, 44, 66]",13.92838827718412,"[50, 50, 39, 53]",11.40175425099138,"[50, 50, 44, 65]",16.15549442140351,"[50, 50, 43, 65]",16.55294535724685
1237658203975581836,188.180819247211,49.5140755622661,"[(51, 48)(49, 59)]","[(50, 50)(52, 42)]","[(50, 50)(52, 41)]","[(50, 50)(49, 59)]","[51, 48, 49, 59]",11.180339887498949,"[50, 50, 52, 42]",8.246211251235321,"[50, 50, 52, 41]",9.219544457292887,"[50, 50, 49, 59]",9.055385138137417
1237658612523204717,188.008963179438,49.6316321430831,"[(15, 37)(9, 37)]","[(61, 50)(50, 50)]","[(16, 35)(10, 36)]","[(16, 37)(61, 50)]","[15, 37, 9, 37]",6.0,"[61, 50, 50, 50]",11.0,"[16, 35, 10, 36]",6.082762530298219,"[16, 37, 61, 50]",46.84015371452148
1237673807043953092,120.770161603589,17.7057304536449,"[(36, 7)(32, 11)]","[(36, 7)(32, 12)]","[(36, 7)(32, 11)]","[(37, 7)(32, 11)]","[36, 7, 32, 11]",5.656854249492381,"[36, 7, 32, 12]",6.4031242374328485,"[36, 7, 32, 11]",5.656854249492381,"[37, 7, 32, 11]",6.4031242374328485
1237661417138814989,212.97677594011,53.9395446382093,"[(49, 50)(53, 51)]","[(48, 50)(54, 51)]","[(48, 50)(54, 52)]","[(48, 50)(54, 51)]","[49, 50, 53, 51]",4.123105625617661,"[48, 50, 54, 51]",6.082762530298219,"[48, 50, 54, 52]",6.324555320336759,"[48, 50, 54, 51]",6.082762530298219
1237661386530881725,212.291073201014,53.8213080090198,"[(41, 83)(52, 51)]","[(49, 50)(42, 69)]","[(50, 50)(41, 70)]","[(50, 50)(42, 69)]","[41, 83, 52, 51]",33.83784863137726,"[49, 50, 42, 69]",20.248456731316587,"[50, 50, 41, 70]",21.93171219946131,"[50, 50, 42, 69]",20.615528128088304
1237662195063455777,185.272380065174,42.7937625596921,"[(49, 50)(59, 49)]","[(50, 50)(59, 48)]","[(50, 50)(59, 48)]","[(50, 50)(38, 52)]","[49, 50, 59, 49]",10.04987562112089,"[50, 50, 59, 48]",9.219544457292887,"[50, 50, 59, 48]",9.219544457292887,"[50, 50, 38, 52]",12.165525060596439
1237662195600326806,185.279088285704,43.2234777696694,"[(48, 52)(51, 34)]","[(50, 50)(51, 35)]","[(49, 50)(50, 35)]","[(50, 50)(51, 35)]","[48, 52, 51, 34]",18.24828759089466,"[50, 50, 51, 35]",15.033296378372908,"[49, 50, 50, 35]",15.033296378372908,"[50, 50, 51, 35]",15.033296378372908
1237661813879341072,170.577319193053,13.0650529190403,"[(35, 54)(51, 49)]","[(35, 54)(50, 49)]","[(36, 55)(51, 50)]","[(35, 54)(51, 50)]","[35, 54, 51, 49]",16.76305461424021,"[35, 54, 50, 49]",15.811388300841896,"[36, 55, 51, 50]",15.811388300841896,"[35, 54, 51, 50]",16.492422502470642
1237662225694654655,230.54406119607,30.94004772906,"[(50, 49)(58, 45)]","[(50, 50)(58, 45)]","[(50, 50)(58, 45)]","[(50, 50)(58, 45)]","[50, 49, 58, 45]",8.94427190999916,"[50, 50, 58, 45]",9.433981132056603,"[50, 50, 58, 45]",9.433981132056603,"[50, 50, 58, 45]",9.433981132056603
1237662300841705952,254.113151425307,23.5143487789022,"[(49, 50)(68, 70)]","[(50, 51)(68, 71)]","[(50, 50)(68, 70)]","[(50, 50)(67, 70)]","[49, 50, 68, 70]",27.586228448267445,"[50, 51, 68, 71]",26.90724809414742,"[50, 50, 68, 70]",26.90724809414742,"[50, 50, 67, 70]",26.248809496813376
1237662336798491067,252.772233050718,22.527415996485,"[(63, 56)(50, 50)]","[(49, 50)(62, 57)]","[(50, 50)(61, 57)]","[(50, 50)(59, 56)]","[63, 56, 50, 50]",14.317821063276353,"[49, 50, 62, 57]",14.7648230602334,"[50, 50, 61, 57]",13.038404810405298,"[50, 50, 59, 56]",10.816653826391969
1237662498388901926,222.057443940918,44.7446852477671,"[(50, 50)(64, 53)]","[(50, 50)(64, 53)]","[(50, 50)(64, 53)]","[(50, 50)(65, 54)]","[50, 50, 64, 53]",14.317821063276353,"[50, 50, 64, 53]",14.317821063276353,"[50, 50, 64, 53]",14.317821063276353,"[50, 50, 65, 54]",15.524174696260024
1237661357003571388,171.805322965311,46.4254318678633,"[(48, 34)(51, 21)]","[(49, 34)(52, 19)]","[(48, 34)(52, 59)]","[(48, 34)(48, 48)]","[48, 34, 51, 21]",13.341664064126334,"[49, 34, 52, 19]",15.297058540778355,"[48, 34, 52, 59]",25.317977802344327,"[48, 34, 48, 48]",14.0
1237658613594718326,180.170278435394,50.4138186706987,"[(51, 50)(48, 59)]","[(50, 50)(47, 60)]","[(49, 50)(46, 60)]","[(50, 51)(47, 60)]","[51, 50, 48, 59]",9.486832980505138,"[50, 50, 47, 60]",10.44030650891055,"[49, 50, 46, 60]",10.44030650891055,"[50, 51, 47, 60]",9.486832980505138
1237668310557917602,244.878231055565,10.0463017027713,"[(49, 22)(51, 29)]","[(48, 23)(51, 29)]","[(48, 22)(51, 29)]","[(51, 29)(49, 22)]","[49, 22, 51, 29]",7.280109889280518,"[48, 23, 51, 29]",6.708203932499369,"[48, 22, 51, 29]",7.615773105863909,"[51, 29, 49, 22]",7.280109889280518
1237667733984116865,214.468214929494,18.7941524370983,"[(50, 50)(54, 42)]","[(50, 50)(54, 43)]","[(50, 50)(54, 42)]","[(50, 50)(54, 42)]","[50, 50, 54, 42]",8.94427190999916,"[50, 50, 54, 43]",8.06225774829855,"[50, 50, 54, 42]",8.94427190999916,"[50, 50, 54, 42]",8.94427190999916
1237667549809344614,167.588964935365,23.4149448598359,"[(62, 44)(51, 50)]","[(50, 50)(62, 43)]","[(50, 50)(62, 44)]","[(50, 50)(62, 44)]","[62, 44, 51, 50]",12.529964086141668,"[50, 50, 62, 43]",13.892443989449804,"[50, 50, 62, 44]",13.416407864998739,"[50, 50, 62, 44]",13.416407864998739
1237658206119526498,175.470166073475,50.7620121024062,"[(56, 50)(50, 50)]","[(56, 50)(50, 50)]","[(56, 50)(50, 50)]","[(56, 50)(50, 50)]","[56, 50, 50, 50]",6.0,"[56, 50, 50, 50]",6.0,"[56, 50, 50, 50]",6.0,"[56, 50, 50, 50]",6.0
1237671958590455869,204.011246024012,6.58439627928436,"[(22, 9)(34, 39)]","[(22, 8)(32, 1)]","[(22, 9)(33, 1)]","[(22, 9)(50, 50)]","[22, 9, 34, 39]",32.31098884280702,"[22, 8, 32, 1]",12.206555615733702,"[22, 9, 33, 1]",13.601470508735444,"[22, 9, 50, 50]",49.64876634922564
1237671139869065540,175.644050846364,-3.0928322418295,"[(51, 50)(65, 54)]","[(49, 49)(65, 54)]","[(65, 54)(49, 49)]","[(65, 55)(49, 50)]","[51, 50, 65, 54]",14.560219778561036,"[49, 49, 65, 54]",16.76305461424021,"[65, 54, 49, 49]",16.76305461424021,"[65, 55, 49, 50]",16.76305461424021
1237663783675822096,34.9215403685797,-0.259784506672299,"[(50, 50)(58, 58)]","[(49, 87)(51, 50)]","[(49, 87)(58, 58)]","[(49, 88)(57, 58)]","[50, 50, 58, 58]",11.313708498984761,"[49, 87, 51, 50]",37.05401462729781,"[49, 87, 58, 58]",30.364452901377952,"[49, 88, 57, 58]",31.04834939252005
1237655129839108147,248.05570731656,44.4032359051256,"[(50, 49)(59, 55)]","[(50, 50)(36, 36)]","[(50, 50)(66, 64)]","[(50, 50)(36, 36)]","[50, 49, 59, 55]",10.816653826391969,"[50, 50, 36, 36]",19.79898987322333,"[50, 50, 66, 64]",21.2602916254693,"[50, 50, 36, 36]",19.79898987322333
1237654344400764983,210.080299930835,63.240815030462,"[(50, 50)(44, 44)]","[(44, 43)(50, 50)]","[(44, 43)(50, 50)]","[(44, 43)(50, 50)]","[50, 50, 44, 44]",8.48528137423857,"[44, 43, 50, 50]",9.219544457292887,"[44, 43, 50, 50]",9.219544457292887,"[44, 43, 50, 50]",9.219544457292887
1237661358613332117,168.605244236342,47.3792428389986,"[(46, 41)(42, 55)]","[(50, 50)(46, 41)]","[(50, 49)(46, 41)]","[(50, 51)(42, 56)]","[46, 41, 42, 55]",14.560219778561036,"[50, 50, 46, 41]",9.848857801796104,"[50, 49, 46, 41]",8.94427190999916,"[50, 51, 42, 56]",9.433981132056603
1237666339726819510,18.8769215817139,0.22279216593247,"[(1, 22)(4, 1)]","[(2, 20)(4, 1)]","[(4, 1)(2, 20)]","[(3, 20)(50, 50)]","[1, 22, 4, 1]",21.213203435596427,"[2, 20, 4, 1]",19.1049731745428,"[4, 1, 2, 20]",19.1049731745428,"[3, 20, 50, 50]",55.758407437802596
1237662195072761907,213.155755138214,39.3098008158576,"[(70, 60)(50, 49)]","[(70, 61)(49, 50)]","[(71, 61)(22, 93)]","[(70, 60)(21, 92)]","[70, 60, 50, 49]",22.825424421026653,"[70, 61, 49, 50]",23.706539182259394,"[71, 61, 22, 93]",58.52349955359813,"[70, 60, 21, 92]",58.52349955359813
1237661434317177005,213.431243772112,43.6447505587945,"[(45, 57)(50, 49)]","[(50, 50)(45, 57)]","[(50, 50)(45, 57)]","[(50, 50)(45, 57)]","[45, 57, 50, 49]",9.433981132056603,"[50, 50, 45, 57]",8.602325267042627,"[50, 50, 45, 57]",8.602325267042627,"[50, 50, 45, 57]",8.602325267042627
1237660635990458506,142.950636288903,39.2898180237449,"[(58, 61)(50, 50)]","[(58, 61)(50, 50)]","[(57, 61)(50, 50)]","[(58, 60)(50, 50)]","[58, 61, 50, 50]",13.601470508735444,"[58, 61, 50, 50]",13.601470508735444,"[57, 61, 50, 50]",13.038404810405298,"[58, 60, 50, 50]",12.806248474865697
1237660343935828024,143.244681530069,39.3301473217345,"[(33, 32)(28, 28)]","[(32, 31)(27, 28)]","[(32, 30)(27, 28)]","[(32, 31)(27, 28)]","[33, 32, 28, 28]",6.4031242374328485,"[32, 31, 27, 28]",5.830951894845301,"[32, 30, 27, 28]",5.385164807134504,"[32, 31, 27, 28]",5.830951894845301
1237662337329332434,241.341736697739,31.937981682071,"[(50, 50)(61, 45)]","[(48, 68)(50, 50)]","[(48, 69)(59, 59)]","[(48, 68)(59, 58)]","[50, 50, 61, 45]",12.083045973594572,"[48, 68, 50, 50]",18.110770276274835,"[48, 69, 59, 59]",14.866068747318506,"[48, 68, 59, 58]",14.866068747318506
1237665102222459244,241.37078902258,21.0538661585665,"[(51, 50)(50, 41)]","[(50, 50)(50, 41)]","[(50, 49)(50, 42)]","[(50, 50)(50, 42)]","[51, 50, 50, 41]",9.055385138137417,"[50, 50, 50, 41]",9.0,"[50, 49, 50, 42]",7.0,"[50, 50, 50, 42]",8.0
