objid,ra,dec,u-peaks,g-peaks,r-peaks,i-peaks,u-peak-numbers,u-peak-distance,g-peak-numbers,g-peak-distance,r-peak-numbers,r-peak-distance,i-peak-numbers,i-peak-distance
1237664296366571688,192.498287688719,40.8448136426252,"[(49, 51)(68, 48)]","[(50, 50)(68, 48)]","[(50, 49)(68, 47)]","[(50, 49)(68, 47)]","[49, 51, 68, 48]",19.235384061671343,"[50, 50, 68, 48]",18.110770276274835,"[50, 49, 68, 47]",18.110770276274835,"[50, 49, 68, 47]",18.110770276274835
1237664295829897376,192.990014347107,40.5151681416574,"[(49, 49)(47, 36)]","[(50, 50)(53, 63)]","[(49, 50)(52, 62)]","[(50, 50)(53, 62)]","[49, 49, 47, 36]",13.152946437965905,"[50, 50, 53, 63]",13.341664064126334,"[49, 50, 52, 62]",12.36931687685298,"[50, 50, 53, 62]",12.36931687685298
1237665531717943416,228.410895368927,20.4941358493301,"[(50, 49)(59, 40)]","[(50, 50)(60, 40)]","[(50, 50)(60, 40)]","[(50, 50)(60, 41)]","[50, 49, 59, 40]",12.727922061357855,"[50, 50, 60, 40]",14.142135623730951,"[50, 50, 60, 40]",14.142135623730951,"[50, 50, 60, 41]",13.45362404707371
1237667429568217099,168.018541269845,26.0446822557811,"[(50, 50)(51, 61)]","[(50, 50)(52, 61)]","[(50, 50)(52, 61)]","[(50, 50)(52, 61)]","[50, 50, 51, 61]",11.045361017187261,"[50, 50, 52, 61]",11.180339887498949,"[50, 50, 52, 61]",11.180339887498949,"[50, 50, 52, 61]",11.180339887498949
1237667323787018337,167.414057984232,26.9149682592066,"[(35, 56)(49, 50)]","[(34, 56)(49, 50)]","[(35, 57)(49, 50)]","[(35, 58)(50, 50)]","[35, 56, 49, 50]",15.231546211727817,"[34, 56, 49, 50]",16.15549442140351,"[35, 57, 49, 50]",15.652475842498529,"[35, 58, 50, 50]",17.0
1237665328771563579,166.2462215279,30.0294041687839,"[(50, 49)(26, 34)]","[(27, 35)(50, 50)]","[(27, 35)(50, 50)]","[(27, 35)(16, 28)]","[50, 49, 26, 34]",28.30194339616981,"[27, 35, 50, 50]",27.459060435491963,"[27, 35, 50, 50]",27.459060435491963,"[27, 35, 16, 28]",13.038404810405298
1237663783677132968,37.968325859008,-0.279858195684775,"[(50, 50)(61, 44)]","[(50, 50)(60, 44)]","[(50, 50)(60, 44)]","[(50, 50)(61, 44)]","[50, 50, 61, 44]",12.529964086141668,"[50, 50, 60, 44]",11.661903789690601,"[50, 50, 60, 44]",11.661903789690601,"[50, 50, 61, 44]",12.529964086141668
1237662268610904426,227.844842342501,6.21488896843171,"[(56, 51)(51, 50)]","[(56, 51)(50, 50)]","[(57, 51)(51, 50)]","[(55, 51)(50, 50)]","[56, 51, 51, 50]",5.0990195135927845,"[56, 51, 50, 50]",6.082762530298219,"[57, 51, 51, 50]",6.082762530298219,"[55, 51, 50, 50]",5.0990195135927845
1237662225698783458,239.983370654297,26.385222778224,"[(61, 51)(50, 50)]","[(61, 51)(50, 50)]","[(50, 50)(61, 51)]","[(50, 50)(61, 51)]","[61, 51, 50, 50]",11.045361017187261,"[61, 51, 50, 50]",11.045361017187261,"[50, 50, 61, 51]",11.045361017187261,"[50, 50, 61, 51]",11.045361017187261
1237660961861206140,127.955731915426,28.5364034972117,"[(34, 26)(44, 22)]","[(50, 50)(45, 23)]","[(50, 50)(52, 67)]","[(50, 50)(35, 26)]","[34, 26, 44, 22]",10.770329614269007,"[50, 50, 45, 23]",27.459060435491963,"[50, 50, 52, 67]",17.11724276862369,"[50, 50, 35, 26]",28.30194339616981
1237660962935537779,128.638616081869,29.916497639401,"[(50, 51)(53, 39)]","[(50, 50)(52, 38)]","[(49, 50)(52, 39)]","[(50, 50)(52, 38)]","[50, 51, 53, 39]",12.36931687685298,"[50, 50, 52, 38]",12.165525060596439,"[49, 50, 52, 39]",11.40175425099138,"[50, 50, 52, 38]",12.165525060596439
1237662640121184562,241.866201372349,27.5697773006958,"[(40, 46)(50, 51)]","[(50, 51)(40, 46)]","[(50, 50)(40, 47)]","[(50, 51)(40, 47)]","[40, 46, 50, 51]",11.180339887498949,"[50, 51, 40, 46]",11.180339887498949,"[50, 50, 40, 47]",10.44030650891055,"[50, 51, 40, 47]",10.770329614269007
1237661386532126727,216.542697403626,52.569128441678,"[(17, 3)(24, 6)]","[(17, 3)(24, 5)]","[(17, 3)(24, 5)]","[(24, 6)(16, 2)]","[17, 3, 24, 6]",7.615773105863909,"[17, 3, 24, 5]",7.280109889280518,"[17, 3, 24, 5]",7.280109889280518,"[24, 6, 16, 2]",8.94427190999916
1237663530256957494,119.77592480997,48.6115822189368,"[(34, 1)(41, 1)]","[(57, 21)(28, 9)]","[(47, 48)(45, 40)]","[(50, 1)(50, 11)]","[34, 1, 41, 1]",7.0,"[57, 21, 28, 9]",31.38470965295043,"[47, 48, 45, 40]",8.246211251235321,"[50, 1, 50, 11]",10.0
1237663786880205051,117.902461658776,49.1016360061939,"[(42, 58)(50, 50)]","[(41, 58)(49, 50)]","[(42, 59)(50, 51)]","[(41, 58)(50, 50)]","[42, 58, 50, 50]",11.313708498984761,"[41, 58, 49, 50]",11.313708498984761,"[42, 59, 50, 51]",11.313708498984761,"[41, 58, 50, 50]",12.041594578792296
1237662223554773369,246.251214554781,20.6345539907359,"[(49, 48)(51, 59)]","[(50, 51)(51, 60)]","[(50, 51)(49, 32)]","[(50, 51)(50, 32)]","[49, 48, 51, 59]",11.180339887498949,"[50, 51, 51, 60]",9.055385138137417,"[50, 51, 49, 32]",19.026297590440446,"[50, 51, 50, 32]",19.0
1237662224092103075,247.384119688175,20.330134128188,"[(50, 26)(58, 27)]","[(50, 26)(59, 27)]","[(50, 26)(58, 27)]","[(50, 26)(59, 28)]","[50, 26, 58, 27]",8.06225774829855,"[50, 26, 59, 27]",9.055385138137417,"[50, 26, 58, 27]",8.06225774829855,"[50, 26, 59, 28]",9.219544457292887
1237658304351764659,156.116490676784,57.3924719712768,"[(22, 27)(6, 34)]","[(39, 61)(51, 50)]","[(38, 60)(50, 50)]","[(38, 60)(51, 51)]","[22, 27, 6, 34]",17.46424919657298,"[39, 61, 51, 50]",16.278820596099706,"[38, 60, 50, 50]",15.620499351813308,"[38, 60, 51, 51]",15.811388300841896
1237655108908220565,156.33534627879,57.1812444362932,"[(58, 32)(48, 49)]","[(50, 50)(58, 32)]","[(50, 50)(58, 33)]","[(50, 50)(57, 33)]","[58, 32, 48, 49]",19.72308292331602,"[50, 50, 58, 32]",19.697715603592208,"[50, 50, 58, 33]",18.788294228055936,"[50, 50, 57, 33]",18.384776310850235
1237655108908154997,155.936162927472,57.0268752617586,"[(87, 31)(6, 75)]","[(49, 50)(88, 31)]","[(49, 49)(36, 65)]","[(36, 66)(50, 49)]","[87, 31, 6, 75]",92.17917335276988,"[49, 50, 88, 31]",43.382023926967726,"[49, 49, 36, 65]",20.615528128088304,"[36, 66, 50, 49]",22.02271554554524
1237665530634371164,204.517555705912,25.1516147211818,"[(44, 40)(49, 50)]","[(49, 50)(44, 40)]","[(50, 50)(44, 41)]","[(50, 50)(44, 40)]","[44, 40, 49, 50]",11.180339887498949,"[49, 50, 44, 40]",11.180339887498949,"[50, 50, 44, 41]",10.816653826391969,"[50, 50, 44, 40]",11.661903789690601
1237665129063317514,139.039294723973,26.4722085204217,"[(20, 17)(19, 26)]","[(19, 15)(19, 26)]","[(19, 14)(21, 27)]","[(19, 15)(19, 26)]","[20, 17, 19, 26]",9.055385138137417,"[19, 15, 19, 26]",11.0,"[19, 14, 21, 27]",13.152946437965905,"[19, 15, 19, 26]",11.0
1237664294758056024,198.544964334115,39.1487322836052,"[(30, 20)(50, 50)]","[(50, 50)(30, 21)]","[(50, 49)(30, 20)]","[(50, 50)(29, 20)]","[30, 20, 50, 50]",36.05551275463989,"[50, 50, 30, 21]",35.22782990761707,"[50, 49, 30, 20]",35.22782990761707,"[50, 50, 29, 20]",36.61966684720111
1237667109033869371,118.843099562978,15.095521238412,"[(48, 34)(50, 42)]","[(48, 34)(49, 41)]","[(48, 34)(49, 41)]","[(48, 34)(50, 51)]","[48, 34, 50, 42]",8.246211251235321,"[48, 34, 49, 41]",7.0710678118654755,"[48, 34, 49, 41]",7.0710678118654755,"[48, 34, 50, 51]",17.11724276862369
1237663789025656961,112.6228777197,45.6685066766731,"[(56, 68)(55, 75)]","[(57, 77)(56, 67)]","[(57, 79)(54, 64)]","[(57, 67)(57, 74)]","[56, 68, 55, 75]",7.0710678118654755,"[57, 77, 56, 67]",10.04987562112089,"[57, 79, 54, 64]",15.297058540778355,"[57, 67, 57, 74]",7.0
1237661950780047407,158.389277072892,11.8714321404805,"[(50, 53)(34, 45)]","[(50, 49)(34, 45)]","[(50, 50)(34, 45)]","[(50, 49)(24, 90)]","[50, 53, 34, 45]",17.88854381999832,"[50, 49, 34, 45]",16.492422502470642,"[50, 50, 34, 45]",16.76305461424021,"[50, 49, 24, 90]",48.54894437575342
1237661068178423904,159.094843964642,12.3502289245589,"[(57, 52)(52, 50)]","[(51, 50)(57, 51)]","[(50, 50)(61, 42)]","[(50, 50)(61, 43)]","[57, 52, 52, 50]",5.385164807134504,"[51, 50, 57, 51]",6.082762530298219,"[50, 50, 61, 42]",13.601470508735444,"[50, 50, 61, 43]",13.038404810405298
1237665024913506434,208.059368322415,32.748855838648,"[(50, 49)(45, 53)]","[(50, 50)(46, 54)]","[(50, 50)(46, 53)]","[(50, 49)(46, 53)]","[50, 49, 45, 53]",6.4031242374328485,"[50, 50, 46, 54]",5.656854249492381,"[50, 50, 46, 53]",5.0,"[50, 49, 46, 53]",5.656854249492381
1237667735572119683,159.290854580079,20.8207747099338,"[(50, 50)(42, 49)]","[(50, 50)(40, 55)]","[(50, 50)(39, 56)]","[(50, 50)(39, 56)]","[50, 50, 42, 49]",8.06225774829855,"[50, 50, 40, 55]",11.180339887498949,"[50, 50, 39, 56]",12.529964086141668,"[50, 50, 39, 56]",12.529964086141668
1237663544215077453,319.432397736919,0.760265602721308,"[(46, 70)(51, 53)]","[(45, 70)(48, 61)]","[(45, 70)(49, 61)]","[(46, 70)(49, 60)]","[46, 70, 51, 53]",17.72004514666935,"[45, 70, 48, 61]",9.486832980505138,"[45, 70, 49, 61]",9.848857801796104,"[46, 70, 49, 60]",10.44030650891055
1237659326032248870,252.308715688737,34.420333282039,"[(63, 46)(51, 50)]","[(64, 46)(51, 49)]","[(63, 46)(51, 50)]","[(60, 48)(51, 50)]","[63, 46, 51, 50]",12.649110640673518,"[64, 46, 51, 49]",13.341664064126334,"[63, 46, 51, 50]",12.649110640673518,"[60, 48, 51, 50]",9.219544457292887
1237660562429116993,115.866525128985,21.1668988332499,"[(50, 54)(51, 49)]","[(50, 50)(32, 43)]","[(50, 50)(32, 42)]","[(50, 50)(32, 43)]","[50, 54, 51, 49]",5.0990195135927845,"[50, 50, 32, 43]",19.313207915827967,"[50, 50, 32, 42]",19.697715603592208,"[50, 50, 32, 43]",19.313207915827967
1237661950274633879,231.578820149649,8.95584361860698,"[(50, 50)(43, 39)]","[(50, 50)(43, 38)]","[(50, 50)(46, 30)]","[(46, 31)(50, 50)]","[50, 50, 43, 39]",13.038404810405298,"[50, 50, 43, 38]",13.892443989449804,"[50, 50, 46, 30]",20.396078054371138,"[46, 31, 50, 50]",19.4164878389476
1237662301367238728,231.626255823389,41.2895390681266,"[(50, 50)(26, 62)]","[(50, 50)(29, 61)]","[(50, 50)(27, 62)]","[(49, 51)(27, 62)]","[50, 50, 26, 62]",26.832815729997478,"[50, 50, 29, 61]",23.706539182259394,"[50, 50, 27, 62]",25.942243542145693,"[49, 51, 27, 62]",24.596747752497688
1237661852019851267,225.698781105651,38.0422219248613,"[(49, 50)(35, 48)]","[(49, 50)(36, 48)]","[(50, 50)(38, 49)]","[(50, 50)(37, 48)]","[49, 50, 35, 48]",14.142135623730951,"[49, 50, 36, 48]",13.152946437965905,"[50, 50, 38, 49]",12.041594578792296,"[50, 50, 37, 48]",13.152946437965905
1237663784214003930,37.8871822525702,0.125511493044438,"[(49, 43)(49, 50)]","[(50, 43)(50, 49)]","[(49, 43)(50, 50)]","[(50, 43)(50, 50)]","[49, 43, 49, 50]",7.0,"[50, 43, 50, 49]",6.0,"[49, 43, 50, 50]",7.0710678118654755,"[50, 43, 50, 50]",7.0
1237664673791606991,201.13671897939,36.8838270340924,"[(50, 50)(54, 43)]","[(50, 50)(51, 75)]","[(50, 50)(50, 76)]","[(50, 50)(50, 76)]","[50, 50, 54, 43]",8.06225774829855,"[50, 50, 51, 75]",25.019992006393608,"[50, 50, 50, 76]",26.0,"[50, 50, 50, 76]",26.0
1237664853102231614,201.604631494415,36.1415456165902,"[(50, 49)(45, 40)]","[(45, 41)(50, 50)]","[(45, 41)(50, 50)]","[(45, 41)(50, 50)]","[50, 49, 45, 40]",10.295630140987,"[45, 41, 50, 50]",10.295630140987,"[45, 41, 50, 50]",10.295630140987,"[45, 41, 50, 50]",10.295630140987
1237664673254801542,201.255334707021,36.437142816326,"[(50, 49)(23, 52)]","[(50, 50)(23, 52)]","[(50, 50)(23, 53)]","[(50, 50)(23, 52)]","[50, 49, 23, 52]",27.16615541441225,"[50, 50, 23, 52]",27.073972741361768,"[50, 50, 23, 53]",27.16615541441225,"[50, 50, 23, 52]",27.073972741361768
1237664869751128075,144.825068649314,32.3107066013263,"[(12, 39)(55, 50)]","[(13, 40)(55, 51)]","[(55, 50)(13, 40)]","[(55, 51)(50, 50)]","[12, 39, 55, 50]",44.384682042344295,"[13, 40, 55, 51]",43.41658669218482,"[55, 50, 13, 40]",43.174066289845804,"[55, 51, 50, 50]",5.0990195135927845
1237667431713931287,163.312268226318,26.8869074593496,"[(33, 49)(52, 50)]","[(34, 49)(51, 50)]","[(34, 49)(51, 50)]","[(33, 49)(51, 50)]","[33, 49, 52, 50]",19.026297590440446,"[34, 49, 51, 50]",17.029386365926403,"[34, 49, 51, 50]",17.029386365926403,"[33, 49, 51, 50]",18.027756377319946
1237665178987593960,222.496268146229,26.2155931581429,"[(50, 48)(53, 38)]","[(50, 50)(54, 39)]","[(50, 49)(54, 38)]","[(50, 50)(53, 39)]","[50, 48, 53, 38]",10.44030650891055,"[50, 50, 54, 39]",11.704699910719626,"[50, 49, 54, 38]",11.704699910719626,"[50, 50, 53, 39]",11.40175425099138
1237671142016090275,173.705919713737,-3.34905353196119,"[(31, 51)(52, 50)]","[(50, 50)(36, 49)]","[(50, 50)(37, 49)]","[(50, 50)(37, 49)]","[31, 51, 52, 50]",21.02379604162864,"[50, 50, 36, 49]",14.035668847618199,"[50, 50, 37, 49]",13.038404810405298,"[50, 50, 37, 49]",13.038404810405298
1237653612110938117,140.232970322849,52.5686305300115,"[(48, 43)(50, 50)]","[(50, 50)(48, 42)]","[(50, 50)(47, 42)]","[(48, 42)(50, 50)]","[48, 43, 50, 50]",7.280109889280518,"[50, 50, 48, 42]",8.246211251235321,"[50, 50, 47, 42]",8.54400374531753,"[48, 42, 50, 50]",8.246211251235321
1237654382515388428,139.190259593185,53.4413004758111,"[(57, 64)(50, 50)]","[(57, 63)(50, 50)]","[(57, 63)(51, 53)]","[(56, 63)(50, 50)]","[57, 64, 50, 50]",15.652475842498529,"[57, 63, 50, 50]",14.7648230602334,"[57, 63, 51, 53]",11.661903789690601,"[56, 63, 50, 50]",14.317821063276353
1237654383589523671,139.589966717229,54.7052778469574,"[(48, 42)(50, 50)]","[(48, 42)(50, 52)]","[(49, 50)(48, 43)]","[(49, 50)(48, 42)]","[48, 42, 50, 50]",8.246211251235321,"[48, 42, 50, 52]",10.198039027185569,"[49, 50, 48, 43]",7.0710678118654755,"[49, 50, 48, 42]",8.06225774829855
1237661849854803998,172.359164106677,43.4473820013385,"[(25, 79)(25, 73)]","[(27, 71)(22, 71)]","[(22, 70)(22, 79)]","[(24, 81)(24, 70)]","[25, 79, 25, 73]",6.0,"[27, 71, 22, 71]",5.0,"[22, 70, 22, 79]",9.0,"[24, 81, 24, 70]",11.0
1237662193988796470,182.408728662477,42.0096801050372,"[(37, 57)(49, 50)]","[(38, 56)(51, 49)]","[(50, 50)(38, 57)]","[(50, 50)(38, 56)]","[37, 57, 49, 50]",13.892443989449804,"[38, 56, 51, 49]",14.7648230602334,"[50, 50, 38, 57]",13.892443989449804,"[50, 50, 38, 56]",13.416407864998739
1237661972260782318,188.463948984433,8.0246823829152,"[(50, 50)(42, 62)]","[(50, 50)(41, 61)]","[(50, 50)(41, 59)]","[(50, 50)(41, 58)]","[50, 50, 42, 62]",14.422205101855956,"[50, 50, 41, 61]",14.212670403551895,"[50, 50, 41, 59]",12.727922061357855,"[50, 50, 41, 58]",12.041594578792296
1237662307802546258,222.063542048653,37.2663221211585,"[(30, 67)(29, 73)]","[(30, 76)(29, 66)]","[(29, 75)(28, 67)]","[(29, 75)(28, 66)]","[30, 67, 29, 73]",6.082762530298219,"[30, 76, 29, 66]",10.04987562112089,"[29, 75, 28, 67]",8.06225774829855,"[29, 75, 28, 66]",9.055385138137417
1237662195076235275,222.462934725114,36.4170936943989,"[(50, 50)(35, 57)]","[(51, 50)(36, 57)]","[(51, 50)(36, 57)]","[(51, 51)(44, 54)]","[50, 50, 35, 57]",16.55294535724685,"[51, 50, 36, 57]",16.55294535724685,"[51, 50, 36, 57]",16.55294535724685,"[51, 51, 44, 54]",7.615773105863909
1237662195613434043,223.578866233824,36.3978336884121,"[(47, 42)(49, 50)]","[(50, 50)(48, 43)]","[(50, 50)(47, 43)]","[(50, 50)(48, 43)]","[47, 42, 49, 50]",8.246211251235321,"[50, 50, 48, 43]",7.280109889280518,"[50, 50, 47, 43]",7.615773105863909,"[50, 50, 48, 43]",7.280109889280518
1237662194541002843,226.382650100637,34.4646334155599,"[(36, 45)(50, 50)]","[(36, 46)(50, 50)]","[(50, 50)(36, 45)]","[(50, 51)(36, 46)]","[36, 45, 50, 50]",14.866068747318506,"[36, 46, 50, 50]",14.560219778561036,"[50, 50, 36, 45]",14.866068747318506,"[50, 51, 36, 46]",14.866068747318506
1237661851999731863,164.082160623616,43.7548967583338,"[(50, 50)(68, 47)]","[(50, 50)(68, 47)]","[(50, 50)(67, 47)]","[(50, 50)(68, 47)]","[50, 50, 68, 47]",18.24828759089466,"[50, 50, 68, 47]",18.24828759089466,"[50, 50, 67, 47]",17.26267650163207,"[50, 50, 68, 47]",18.24828759089466
1237658312943599812,196.558221542507,60.2173288103571,"[(50, 50)(35, 44)]","[(50, 50)(34, 46)]","[(50, 51)(34, 45)]","[(50, 50)(35, 44)]","[50, 50, 35, 44]",16.15549442140351,"[50, 50, 34, 46]",16.492422502470642,"[50, 51, 34, 45]",17.08800749063506,"[50, 50, 35, 44]",16.15549442140351
1237668348136652812,216.391606354828,13.8162749995377,"[(58, 50)(50, 51)]","[(60, 49)(50, 51)]","[(49, 52)(57, 50)]","[(49, 52)(57, 50)]","[58, 50, 50, 51]",8.06225774829855,"[60, 49, 50, 51]",10.198039027185569,"[49, 52, 57, 50]",8.246211251235321,"[49, 52, 57, 50]",8.246211251235321
1237661850389315632,164.944652581978,42.6556872255375,"[(59, 58)(51, 50)]","[(59, 58)(51, 50)]","[(60, 58)(70, 49)]","[(70, 50)(59, 58)]","[59, 58, 51, 50]",11.313708498984761,"[59, 58, 51, 50]",11.313708498984761,"[60, 58, 70, 49]",13.45362404707371,"[70, 50, 59, 58]",13.601470508735444
1237661872396566680,163.117219428162,42.4310068217433,"[(50, 50)(43, 47)]","[(50, 51)(43, 48)]","[(49, 50)(51, 41)]","[(49, 49)(51, 41)]","[50, 50, 43, 47]",7.615773105863909,"[50, 51, 43, 48]",7.615773105863909,"[49, 50, 51, 41]",9.219544457292887,"[49, 49, 51, 41]",8.246211251235321
1237661383311097889,150.309990899623,37.0709423499713,"[(43, 36)(49, 39)]","[(42, 36)(49, 39)]","[(42, 35)(49, 39)]","[(49, 39)(43, 35)]","[43, 36, 49, 39]",6.708203932499369,"[42, 36, 49, 39]",7.615773105863909,"[42, 35, 49, 39]",8.06225774829855,"[49, 39, 43, 35]",7.211102550927978
1237661068184387735,173.051786941694,13.4924654943557,"[(51, 66)(50, 49)]","[(50, 50)(51, 67)]","[(50, 50)(51, 66)]","[(50, 50)(51, 66)]","[51, 66, 50, 49]",17.029386365926403,"[50, 50, 51, 67]",17.029386365926403,"[50, 50, 51, 66]",16.0312195418814,"[50, 50, 51, 66]",16.0312195418814
1237661951323078733,172.721688689005,13.3919484475925,"[(50, 50)(59, 32)]","[(58, 31)(50, 50)]","[(58, 31)(50, 50)]","[(59, 31)(50, 50)]","[50, 50, 59, 32]",20.12461179749811,"[58, 31, 50, 50]",20.615528128088304,"[58, 31, 50, 50]",20.615528128088304,"[59, 31, 50, 50]",21.02379604162864
1237664289923399751,173.147276529168,14.1916198220803,"[(50, 50)(33, 30)]","[(50, 50)(32, 29)]","[(50, 50)(32, 29)]","[(32, 29)(50, 50)]","[50, 50, 33, 30]",26.248809496813376,"[50, 50, 32, 29]",27.65863337187866,"[50, 50, 32, 29]",27.65863337187866,"[32, 29, 50, 50]",27.65863337187866
1237661068711231695,149.657087666795,11.5357612755056,"[(50, 50)(45, 42)]","[(50, 49)(45, 41)]","[(50, 50)(46, 42)]","[(49, 50)(45, 41)]","[50, 50, 45, 42]",9.433981132056603,"[50, 49, 45, 41]",9.433981132056603,"[50, 50, 46, 42]",8.94427190999916,"[49, 50, 45, 41]",9.848857801796104
1237661970109104270,178.744027517824,6.3294397767859,"[(37, 41)(49, 50)]","[(49, 50)(53, 53)]","[(49, 50)(37, 41)]","[(48, 50)(37, 42)]","[37, 41, 49, 50]",15.0,"[49, 50, 53, 53]",5.0,"[49, 50, 37, 41]",15.0,"[48, 50, 37, 42]",13.601470508735444
1237661152452345923,196.38252764949,50.3076245969947,"[(53, 42)(50, 51)]","[(53, 41)(50, 49)]","[(53, 42)(50, 50)]","[(53, 42)(51, 50)]","[53, 42, 50, 51]",9.486832980505138,"[53, 41, 50, 49]",8.54400374531753,"[53, 42, 50, 50]",8.54400374531753,"[53, 42, 51, 50]",8.246211251235321
1237671931206828088,158.90158379409,8.93333414728768,"[(53, 41)(50, 50)]","[(50, 50)(53, 41)]","[(50, 50)(52, 42)]","[(50, 50)(52, 42)]","[53, 41, 50, 50]",9.486832980505138,"[50, 50, 53, 41]",9.486832980505138,"[50, 50, 52, 42]",8.246211251235321,"[50, 50, 52, 42]",8.246211251235321
1237671930132889757,158.450616575985,8.0941944148985,"[(50, 50)(36, 58)]","[(50, 50)(36, 58)]","[(36, 58)(50, 50)]","[(35, 57)(50, 50)]","[50, 50, 36, 58]",16.1245154965971,"[50, 50, 36, 58]",16.1245154965971,"[36, 58, 50, 50]",16.1245154965971,"[35, 57, 50, 50]",16.55294535724685
1237653650771607619,24.4897623671366,13.1839318681866,"[(57, 55)(50, 50)]","[(57, 56)(50, 50)]","[(56, 57)(50, 51)]","[(56, 56)(50, 50)]","[57, 55, 50, 50]",8.602325267042627,"[57, 56, 50, 50]",9.219544457292887,"[56, 57, 50, 51]",8.48528137423857,"[56, 56, 50, 50]",8.48528137423857
1237661433235177546,186.80807622857,46.5337995134201,"[(66, 50)(49, 50)]","[(50, 50)(67, 49)]","[(50, 49)(66, 48)]","[(50, 50)(66, 49)]","[66, 50, 49, 50]",17.0,"[50, 50, 67, 49]",17.029386365926403,"[50, 49, 66, 48]",16.0312195418814,"[50, 50, 66, 49]",16.0312195418814
1237657191978893436,359.820434442285,0.641523859537873,"[(42, 33)(44, 40)]","[(41, 32)(50, 50)]","[(41, 32)(50, 50)]","[(41, 32)(43, 38)]","[42, 33, 44, 40]",7.280109889280518,"[41, 32, 50, 50]",20.12461179749811,"[41, 32, 50, 50]",20.12461179749811,"[41, 32, 43, 38]",6.324555320336759
1237661382773571610,148.741547872009,36.0975293499258,"[(50, 51)(57, 61)]","[(50, 50)(57, 60)]","[(50, 50)(57, 61)]","[(50, 50)(57, 61)]","[50, 51, 57, 61]",12.206555615733702,"[50, 50, 57, 60]",12.206555615733702,"[50, 50, 57, 61]",13.038404810405298,"[50, 50, 57, 61]",13.038404810405298
1237661137421795512,150.449520737819,36.498707961353,"[(16, 44)(9, 41)]","[(50, 50)(64, 51)]","[(50, 50)(64, 51)]","[(51, 50)(67, 52)]","[16, 44, 9, 41]",7.615773105863909,"[50, 50, 64, 51]",14.035668847618199,"[50, 50, 64, 51]",14.035668847618199,"[51, 50, 67, 52]",16.1245154965971
1237654880200228903,215.197009082406,4.29827053907868,"[(50, 51)(40, 3)]","[(50, 49)(68, 1)]","[(50, 49)(68, 1)]","[(50, 49)(42, 1)]","[50, 51, 40, 3]",49.03060268852505,"[50, 49, 68, 1]",51.264022471905186,"[50, 49, 68, 1]",51.264022471905186,"[50, 49, 42, 1]",48.662100242385755
1237648702978392313,210.678916168891,-1.1982583405706,"[(20, 36)(20, 27)]","[(20, 33)(50, 50)]","[(20, 33)(50, 51)]","[(20, 33)(50, 50)]","[20, 36, 20, 27]",9.0,"[20, 33, 50, 50]",34.48187929913333,"[20, 33, 50, 51]",34.9857113690718,"[20, 33, 50, 50]",34.48187929913333
1237655495982907566,211.112950863685,-1.2748774409614,"[(50, 50)(46, 64)]","[(50, 50)(46, 64)]","[(50, 50)(46, 64)]","[(50, 50)(46, 63)]","[50, 50, 46, 64]",14.560219778561036,"[50, 50, 46, 64]",14.560219778561036,"[50, 50, 46, 64]",14.560219778561036,"[50, 50, 46, 63]",13.601470508735444
1237654602104897626,160.633563864429,5.04498658326156,"[(28, 40)(30, 45)]","[(28, 40)(50, 50)]","[(28, 40)(50, 50)]","[(28, 40)(50, 50)]","[28, 40, 30, 45]",5.385164807134504,"[28, 40, 50, 50]",24.166091947189145,"[28, 40, 50, 50]",24.166091947189145,"[28, 40, 50, 50]",24.166091947189145
1237662662138921186,229.800393180788,30.2563499567467,"[(50, 56)(50, 50)]","[(50, 50)(49, 58)]","[(50, 50)(49, 57)]","[(50, 50)(49, 58)]","[50, 56, 50, 50]",6.0,"[50, 50, 49, 58]",8.06225774829855,"[50, 50, 49, 57]",7.0710678118654755,"[50, 50, 49, 58]",8.06225774829855
1237671260121268306,125.330611609625,8.07582980293453,"[(62, 48)(50, 50)]","[(61, 48)(50, 50)]","[(62, 48)(50, 50)]","[(61, 48)(50, 50)]","[62, 48, 50, 50]",12.165525060596439,"[61, 48, 50, 50]",11.180339887498949,"[62, 48, 50, 50]",12.165525060596439,"[61, 48, 50, 50]",11.180339887498949
1237657771780407342,139.802089911,48.7710222481889,"[(55, 56)(67, 63)]","[(55, 57)(66, 63)]","[(50, 49)(56, 56)]","[(50, 50)(59, 57)]","[55, 56, 67, 63]",13.892443989449804,"[55, 57, 66, 63]",12.529964086141668,"[50, 49, 56, 56]",9.219544457292887,"[50, 50, 59, 57]",11.40175425099138
1237651752925921306,155.607349942206,1.46572626212726,"[(54, 75)(51, 67)]","[(52, 76)(54, 65)]","[(54, 75)(53, 65)]","[(54, 75)(54, 66)]","[54, 75, 51, 67]",8.54400374531753,"[52, 76, 54, 65]",11.180339887498949,"[54, 75, 53, 65]",10.04987562112089,"[54, 75, 54, 66]",9.0
1237651752925790215,155.270971857686,1.52132330154553,"[(50, 51)(49, 57)]","[(50, 50)(49, 57)]","[(50, 50)(49, 57)]","[(50, 51)(49, 57)]","[50, 51, 49, 57]",6.082762530298219,"[50, 50, 49, 57]",7.0710678118654755,"[50, 50, 49, 57]",7.0710678118654755,"[50, 51, 49, 57]",6.082762530298219
